"","X","fragment.ID.full","Intercept","umol.L.sec","Temp.C","fragment.ID","species","genotype","chamber.channel","run","temp.Cat","start.time","stop.time","light_dark","treatment","surf.area.cm2","volume","block","umol.sec","BLANK","blank.rate","umol.sec.corr","umol.cm2.hr","Rate.ln"
"114",114,"PV13_D_20_O2",217.204239492754,-0.0104061594202899,20.0547142857143,"PV13_D","P. verrucosa","13",2,"D2",20,2021-03-21 03:58:00,2021-03-21 04:18:00,"dark","enriched",53.73,0.6,4,-0.00624369565217394,"0",-0.000109881346371702,-0.00613381430580224,0.410975832884572,NA
"115",115,"PV17_D_20_O2",174.173489603263,-0.0143617575083425,20.0495510204082,"PV17_D","P. verrucosa","17",6,"D2",20,2021-03-21 03:58:00,2021-03-21 04:18:00,"dark","control",93.9,0.61,5,-0.00876067208008892,"0",-0.000109881346371702,-0.00865079073371722,0.331659708640916,NA
"116",116,"PV19_D_20_O2",189.100096153846,-0.0093269230769232,20.1027551020408,"PV19_D","P. verrucosa","19",3,"D2",20,2021-03-21 03:58:00,2021-03-21 04:18:00,"dark","control",93.04,0.61,5,-0.00568942307692315,"0",-0.000109881346371702,-0.00557954173055145,0.215889404879463,NA
"117",117,"PV2_D_20_O2",203.731665685484,-0.0203616532258064,20.0409795918367,"PV2_D","P. verrucosa","2",4,"D2",20,2021-03-21 03:58:00,2021-03-21 04:18:00,"dark","enriched",89.68,0.56,1,-0.0114025258064516,"0",-0.000109881346371702,-0.0112926444600799,0.453317574222654,NA
"118",118,"PV23_D_20_O2",207.600630272045,-0.0107809287054408,19.8510612244898,"PV23_D","P. verrucosa","23",9,"D2",20,2021-03-21 03:58:00,2021-03-21 04:18:00,"dark","control",116.12,0.61,6,-0.00657636651031889,"0",-0.000109881346371702,-0.00646648516394719,0.200476632709351,NA
"119",119,"PV25_D_20_O2",217.680874742026,-0.01676611163227,20.3396734693878,"PV25_D","P. verrucosa","25",1,"D2",20,2021-03-21 03:58:00,2021-03-21 04:18:00,"dark","control",64.52,0.61,7,-0.0102273280956847,"0",-0.000109881346371702,-0.010117446749313,0.56451965743222,NA
"120",120,"PV7_D_20_O2",215.512057653277,-0.00636829457364341,19.8533469387755,"PV7_D","P. verrucosa","7",5,"D2",20,2021-03-21 03:58:00,2021-03-21 04:18:00,"dark","enriched",40.74,0.625,2,-0.00398018410852713,"0",-0.000109881346371702,-0.00387030276215543,0.342000244078536,NA
"123",123,"PV1_D_22_O2",224.188651975799,-0.0124512357183372,21.8827551020408,"PV1_D","P. verrucosa","1",8,"D2",22,2021-03-21 04:33:00,2021-03-21 04:53:00,"dark","enriched",72.49,0.59,1,-0.00734622907381895,"0",-0.000461533000320333,-0.00688469607349861,0.341907930260657,NA
"124",124,"PV13_D_22_O2",217.900726329901,-0.0113256435006436,21.8926326530612,"PV13_D","P. verrucosa","13",2,"D2",22,2021-03-21 04:33:00,2021-03-21 04:53:00,"dark","enriched",53.73,0.6,4,-0.00679538610038616,"0",-0.000461533000320333,-0.00633385310006583,0.42437876717359,NA
"125",125,"PV17_D_22_O2",176.731283232119,-0.0141098178137651,21.8092040816327,"PV17_D","P. verrucosa","17",6,"D2",22,2021-03-21 04:33:00,2021-03-21 04:53:00,"dark","control",93.9,0.61,5,-0.00860698886639671,"0",-0.000461533000320333,-0.00814545586607638,0.312285847900692,NA
"126",126,"PV19_D_22_O2",186.580064789916,-0.00951577030812324,21.897306122449,"PV19_D","P. verrucosa","19",3,"D2",22,2021-03-21 04:33:00,2021-03-21 04:53:00,"dark","control",93.04,0.61,5,-0.00580461988795518,"0",-0.000461533000320333,-0.00534308688763484,0.206740249306593,NA
"127",127,"PV2_D_22_O2",200.204455426357,-0.0215110404343247,21.7693469387755,"PV2_D","P. verrucosa","2",4,"D2",22,2021-03-21 04:33:00,2021-03-21 04:53:00,"dark","enriched",89.68,0.56,1,-0.0120461826432218,"0",-0.000461533000320333,-0.0115846496429015,0.465039459349302,NA
"128",128,"PV23_D_22_O2",209.916790511638,-0.0133624044795784,21.7409795918367,"PV23_D","P. verrucosa","23",9,"D2",22,2021-03-21 04:33:00,2021-03-21 04:53:00,"dark","control",116.12,0.61,6,-0.00815106673254282,"0",-0.000461533000320333,-0.00768953373222249,0.238394087461255,NA
"129",129,"PV25_D_22_O2",214.82463176674,-0.0187458309699376,21.9585714285714,"PV25_D","P. verrucosa","25",1,"D2",22,2021-03-21 04:33:00,2021-03-21 04:53:00,"dark","control",64.52,0.61,7,-0.0114349568916619,"0",-0.000461533000320333,-0.0109734238913416,0.612280316317882,NA
"130",130,"PV7_D_22_O2",215.814510199485,-0.0082972007722006,21.6704897959184,"PV7_D","P. verrucosa","7",5,"D2",22,2021-03-21 04:33:00,2021-03-21 04:53:00,"dark","enriched",40.74,0.625,2,-0.00518575048262537,"0",-0.000461533000320333,-0.00472421748230504,0.417456625829606,NA
"133",133,"PV1_D_24_O2",217.313763055042,-0.014462176225717,23.9300204081633,"PV1_D","P. verrucosa","1",8,"D2",24,2021-03-21 05:09:00,2021-03-21 05:29:00,"dark","enriched",72.49,0.59,1,-0.00853268397317303,"0",-0.000733497629877419,-0.00779918634329561,0.387323366476262,NA
"134",134,"PV13_D_24_O2",209.11632410148,-0.0129562367864694,23.9142857142857,"PV13_D","P. verrucosa","13",2,"D2",24,2021-03-21 05:09:00,2021-03-21 05:29:00,"dark","enriched",53.73,0.6,4,-0.00777374207188164,"0",-0.000733497629877419,-0.00704024444200422,0.471708170318541,NA
"135",135,"PV17_D_24_O2",171.821916163227,-0.0163249812382739,23.8946326530612,"PV17_D","P. verrucosa","17",6,"D2",24,2021-03-21 05:09:00,2021-03-21 05:29:00,"dark","control",93.9,0.61,5,-0.00995823855534708,"0",-0.000733497629877419,-0.00922474092546966,0.353664188835897,NA
"136",136,"PV19_D_24_O2",181.274861367521,-0.0118305982905984,24.0180816326531,"PV19_D","P. verrucosa","19",3,"D2",24,2021-03-21 05:09:00,2021-03-21 05:29:00,"dark","control",93.04,0.61,5,-0.00721666495726502,"0",-0.000733497629877419,-0.00648316732738761,0.250853421953949,NA
"137",137,"PV2_D_24_O2",193.961646722689,-0.024299943977591,23.8748163265306,"PV2_D","P. verrucosa","2",4,"D2",24,2021-03-21 05:09:00,2021-03-21 05:29:00,"dark","enriched",89.68,0.56,1,-0.013607968627451,"0",-0.000733497629877419,-0.0128744709975735,0.516816409358438,NA
"138",138,"PV23_D_24_O2",202.280912458472,-0.0163794384571753,23.7541836734694,"PV23_D","P. verrucosa","23",9,"D2",24,2021-03-21 05:09:00,2021-03-21 05:29:00,"dark","control",116.12,0.61,6,-0.00999145745887693,"0",-0.000733497629877419,-0.00925795982899951,0.287019078405083,NA
"139",139,"PV25_D_24_O2",206.161791616162,-0.0198057575757576,23.9768367346939,"PV25_D","P. verrucosa","25",1,"D2",24,2021-03-21 05:09:00,2021-03-21 05:29:00,"dark","control",64.52,0.61,7,-0.0120815121212121,"0",-0.000733497629877419,-0.0113480144913347,0.633181217743413,NA
"140",140,"PV7_D_24_O2",209.017722769905,-0.00984436234817803,23.7412857142857,"PV7_D","P. verrucosa","7",5,"D2",24,2021-03-21 05:09:00,2021-03-21 05:29:00,"dark","enriched",40.74,0.625,2,-0.00615272646761127,"0",-0.000733497629877419,-0.00541922883773385,0.478871473142903,NA
"143",143,"PV1_D_28_O2",196.083299261134,-0.0174352935222672,28.1642448979592,"PV1_D","P. verrucosa","1",8,"D2",28,2021-03-21 05:56:00,2021-03-21 06:16:00,"dark","enriched",72.49,0.59,1,-0.0102868231781376,"0",-0.00110673940652832,-0.00918008377160933,0.455901525421349,NA
"144",144,"PV13_D_28_O2",188.542628717949,-0.0168082051282051,28.1490816326531,"PV13_D","P. verrucosa","13",2,"D2",28,2021-03-21 05:56:00,2021-03-21 06:16:00,"dark","enriched",53.73,0.6,4,-0.0100849230769231,"0",-0.00110673940652832,-0.00897818367039474,0.601553344750066,NA
"145",145,"PV17_D_28_O2",151.162136034483,-0.0221626354679802,28.0672857142857,"PV17_D","P. verrucosa","17",6,"D2",28,2021-03-21 05:56:00,2021-03-21 06:16:00,"dark","control",93.9,0.61,5,-0.0135192076354679,"0",-0.00110673940652832,-0.0124124682289396,0.475877376189378,NA
"146",146,"PV19_D_28_O2",161.437155680113,-0.0152288508442776,28.1618571428571,"PV19_D","P. verrucosa","19",3,"D2",28,2021-03-21 05:56:00,2021-03-21 06:16:00,"dark","control",93.04,0.61,5,-0.00928959901500933,"0",-0.00110673940652832,-0.00818285960848101,0.31661967530666,NA
"147",147,"PV2_D_28_O2",174.604776315789,-0.0318521811284969,28.137387755102,"PV2_D","P. verrucosa","2",4,"D2",28,2021-03-21 05:56:00,2021-03-21 06:16:00,"dark","enriched",89.68,0.56,1,-0.0178372214319583,"0",-0.00110673940652832,-0.0167304820254299,0.671607217791568,NA
"148",148,"PV23_D_28_O2",181.45993482906,-0.0212938034188035,28.0591428571429,"PV23_D","P. verrucosa","23",9,"D2",28,2021-03-21 05:56:00,2021-03-21 06:16:00,"dark","control",116.12,0.61,6,-0.0129892200854701,"0",-0.00110673940652832,-0.0118824806789418,0.368385553256894,NA
"149",149,"PV25_D_28_O2",186.886652245989,-0.0238308556149732,28.2702040816327,"PV25_D","P. verrucosa","25",1,"D2",28,2021-03-21 05:56:00,2021-03-21 06:16:00,"dark","control",64.52,0.61,7,-0.0145368219251337,"0",-0.00110673940652832,-0.0134300825186053,0.749353643319578,NA
"150",150,"PV7_D_28_O2",190.941952189331,-0.0128411810052421,27.9887959183673,"PV7_D","P. verrucosa","7",5,"D2",28,2021-03-21 05:56:00,2021-03-21 06:16:00,"dark","enriched",40.74,0.625,2,-0.00802573812827631,"0",-0.00110673940652832,-0.00691899872174799,0.611399003394521,NA
"153",153,"PV1_D_30_O2",188.758752688868,-0.0176223157570151,30.0987346938775,"PV1_D","P. verrucosa","1",8,"D2",30,2021-03-21 06:31:00,2021-03-21 06:51:00,"dark","enriched",72.49,0.59,1,-0.0103971662966389,"0",-0.00129718027672497,-0.00909998601991394,0.451923709086635,NA
"154",154,"PV13_D_30_O2",176.734835148084,-0.0180302700348433,29.9944693877551,"PV13_D","P. verrucosa","13",2,"D2",30,2021-03-21 06:31:00,2021-03-21 06:51:00,"dark","enriched",53.73,0.6,4,-0.010818162020906,"0",-0.00129718027672497,-0.00952098174418101,0.63792172490325,NA
"155",155,"PV17_D_30_O2",144.116312784575,-0.0229081868743048,30.0380816326531,"PV17_D","P. verrucosa","17",6,"D2",30,2021-03-21 06:31:00,2021-03-21 06:51:00,"dark","control",93.9,0.61,5,-0.0139739939933259,"0",-0.00129718027672497,-0.012676813716601,0.486012027473519,NA
"156",156,"PV19_D_30_O2",152.156591890244,-0.0159964198606272,30.1620612244898,"PV19_D","P. verrucosa","19",3,"D2",30,2021-03-21 06:31:00,2021-03-21 06:51:00,"dark","control",93.04,0.61,5,-0.00975781611498259,"0",-0.00129718027672497,-0.00846063583825762,0.327367680758033,NA
"157",157,"PV2_D_30_O2",159.307380418719,-0.0344247536945812,29.9840408163265,"PV2_D","P. verrucosa","2",4,"D2",30,2021-03-21 06:31:00,2021-03-21 06:51:00,"dark","enriched",89.68,0.56,1,-0.0192778620689655,"0",-0.00129718027672497,-0.0179806817922405,0.721793649108673,NA
"158",158,"PV23_D_30_O2",173.610583522727,-0.0248562500000001,29.9365918367347,"PV23_D","P. verrucosa","23",9,"D2",30,2021-03-21 06:31:00,2021-03-21 06:51:00,"dark","control",116.12,0.61,6,-0.0151623125000001,"0",-0.00129718027672497,-0.0138651322232751,0.429852531896231,NA
"159",159,"PV25_D_30_O2",174.887961472809,-0.0235717146296094,30.1279795918367,"PV25_D","P. verrucosa","25",1,"D2",30,2021-03-21 06:31:00,2021-03-21 06:51:00,"dark","control",64.52,0.61,7,-0.0143787459240617,"0",-0.00129718027672497,-0.0130815656473368,0.729907568667271,NA
"160",160,"PV7_D_30_O2",180.914243598167,-0.0133609396485867,29.8851632653061,"PV7_D","P. verrucosa","7",5,"D2",30,2021-03-21 06:31:00,2021-03-21 06:51:00,"dark","enriched",40.74,0.625,2,-0.00835058728036669,"0",-0.00129718027672497,-0.00705340700364172,0.623276023885866,NA
"163",163,"PV1_D_32_O2",178.222977061311,-0.020551812141347,31.897641509434,"PV1_D","P. verrucosa","1",8,"D2",32,2021-03-21 07:03:00,2021-03-21 07:25:00,"dark","enriched",72.49,0.59,1,-0.0121255691633947,"0",-0.00154701666600156,-0.0105785524973932,0.525352310534079,NA
"164",164,"PV13_D_32_O2",169.249098652868,-0.0187884077243294,31.8545,"PV13_D","P. verrucosa","13",2,"D2",32,2021-03-21 07:03:00,2021-03-21 07:25:00,"dark","enriched",53.73,0.6,4,-0.0112730446345976,"0",-0.00154701666600156,-0.00972602796859608,0.651660165400072,NA
"165",165,"PV17_D_32_O2",141.108849162562,-0.0234728078817735,31.8675740740741,"PV17_D","P. verrucosa","17",6,"D2",32,2021-03-21 07:03:00,2021-03-21 07:25:00,"dark","control",93.9,0.61,5,-0.0143184128078818,"0",-0.00154701666600156,-0.0127713961418803,0.489638190743014,NA
"166",166,"PV19_D_32_O2",145.141998950468,-0.0177244110540622,31.9411481481481,"PV19_D","P. verrucosa","19",3,"D2",32,2021-03-21 07:03:00,2021-03-21 07:25:00,"dark","control",93.04,0.61,5,-0.0108118907429779,"0",-0.00154701666600156,-0.00926487407697638,0.358486099281115,NA
"167",167,"PV2_D_32_O2",156.348325675676,-0.0389729018492176,31.8688333333333,"PV2_D","P. verrucosa","2",4,"D2",32,2021-03-21 07:03:00,2021-03-21 07:25:00,"dark","enriched",89.68,0.56,1,-0.0218248250355619,"0",-0.00154701666600156,-0.0202778083695603,0.814006580401618,NA
"168",168,"PV23_D_32_O2",164.334691557198,-0.0261373700054733,31.7065471698113,"PV23_D","P. verrucosa","23",9,"D2",32,2021-03-21 07:03:00,2021-03-21 07:25:00,"dark","control",116.12,0.61,6,-0.0159437957033387,"0",-0.00154701666600156,-0.0143967790373371,0.446334865091403,NA
"169",169,"PV25_D_32_O2",168.830190327243,-0.0272412060592045,31.9034074074074,"PV25_D","P. verrucosa","25",1,"D2",32,2021-03-21 07:03:00,2021-03-21 07:25:00,"dark","control",64.52,0.61,7,-0.0166171356961147,"0",-0.00154701666600156,-0.0150701190301132,0.840862190148907,NA
"170",170,"PV7_D_32_O2",173.934851126126,-0.0154044689426268,31.7185185185185,"PV7_D","P. verrucosa","7",5,"D2",32,2021-03-21 07:03:00,2021-03-21 07:25:00,"dark","enriched",40.74,0.625,2,-0.00962779308914175,"0",-0.00154701666600156,-0.00808077642314019,0.714059772295156,NA
"173",173,"PV1_D_34_O2",159.899311016043,-0.021624385026738,33.728,"PV1_D","P. verrucosa","1",8,"D2",34,2021-03-21 07:41:00,2021-03-21 08:01:00,"dark","enriched",72.49,0.59,1,-0.0127583871657754,"0",-0.00168057749196142,-0.011077809673814,0.550146431586845,NA
"174",174,"PV13_D_34_O2",157.479545125287,-0.0216318962687384,33.7516530612245,"PV13_D","P. verrucosa","13",2,"D2",34,2021-03-21 07:41:00,2021-03-21 08:01:00,"dark","enriched",53.73,0.6,4,-0.012979137761243,"0",-0.00168057749196142,-0.0112985602692816,0.757022463603459,NA
"175",175,"PV17_D_34_O2",114.530999694727,-0.026247613320999,33.5861224489796,"PV17_D","P. verrucosa","17",6,"D2",34,2021-03-21 07:41:00,2021-03-21 08:01:00,"dark","control",93.9,0.61,5,-0.0160110441258094,"0",-0.00168057749196142,-0.014330466633848,0.549410861361584,NA
"176",176,"PV19_D_34_O2",135.596821757632,-0.0196619056429232,33.9858979591837,"PV19_D","P. verrucosa","19",3,"D2",34,2021-03-21 07:41:00,2021-03-21 08:01:00,"dark","control",93.04,0.61,5,-0.0119937624421832,"0",-0.00168057749196142,-0.0103131849502217,0.399048428856387,NA
"177",177,"PV2_D_34_O2",152.33968548718,-0.0397162564102565,33.9690204081633,"PV2_D","P. verrucosa","2",4,"D2",34,2021-03-21 07:41:00,2021-03-21 08:01:00,"dark","enriched",89.68,0.56,1,-0.0222411035897436,"0",-0.00168057749196142,-0.0205605260977822,0.825355641748617,NA
"178",178,"PV23_D_34_O2",145.786279527591,-0.0253543999675877,33.6115510204082,"PV23_D","P. verrucosa","23",9,"D2",34,2021-03-21 07:41:00,2021-03-21 08:01:00,"dark","control",116.12,0.61,6,-0.0154661839802285,"0",-0.00168057749196142,-0.0137856064882671,0.427387042350685,NA
"179",179,"PV25_D_34_O2",153.995661384778,-0.030925021141649,34.0367959183673,"PV25_D","P. verrucosa","25",1,"D2",34,2021-03-21 07:41:00,2021-03-21 08:01:00,"dark","control",64.52,0.61,7,-0.0188642628964059,"0",-0.00168057749196142,-0.0171836854044445,0.958792118040919,NA
"180",180,"PV7_D_34_O2",156.522186947738,-0.0160594993412385,33.6326326530612,"PV7_D","P. verrucosa","7",5,"D2",34,2021-03-21 07:41:00,2021-03-21 08:01:00,"dark","enriched",40.74,0.625,2,-0.0100371870882741,"0",-0.00168057749196142,-0.00835660959631265,0.738433837671221,NA
"183",183,"PV1_D_36_O2",151.98711580504,-0.0214600234989061,35.5679285714286,"PV1_D","P. verrucosa","1",8,"D2",36,2021-03-21 08:28:00,2021-03-21 08:50:00,"dark","enriched",72.49,0.59,1,-0.0126614138643546,"0",-0.00148824148670222,-0.0111731723776524,0.554882336316024,NA
"184",184,"PV13_D_36_O2",154.482307823613,-0.0201409198672356,35.9297678571429,"PV13_D","P. verrucosa","13",2,"D2",36,2021-03-21 08:28:00,2021-03-21 08:50:00,"dark","enriched",53.73,0.6,4,-0.0120845519203414,"0",-0.00148824148670222,-0.0105963104336391,0.70997054831753,NA
"185",185,"PV17_D_36_O2",114.633952684938,-0.0256454211229947,35.6415714285714,"PV17_D","P. verrucosa","17",6,"D2",36,2021-03-21 08:28:00,2021-03-21 08:50:00,"dark","control",93.9,0.61,5,-0.0156437068850268,"0",-0.00148824148670222,-0.0141554653983245,0.542701548817555,NA
"186",186,"PV19_D_36_O2",133.104631159009,-0.0165010777084515,36.1386964285714,"PV19_D","P. verrucosa","19",3,"D2",36,2021-03-21 08:28:00,2021-03-21 08:50:00,"dark","control",93.04,0.61,5,-0.0100656574021554,"0",-0.00148824148670222,-0.0085774159154532,0.331886256401886,NA
"187",187,"PV2_D_36_O2",139.894789177053,-0.0366843383431085,35.8686785714286,"PV2_D","P. verrucosa","2",4,"D2",36,2021-03-21 08:28:00,2021-03-21 08:50:00,"dark","enriched",89.68,0.56,1,-0.0205432294721408,"0",-0.00148824148670222,-0.0190549879854385,0.764919232243295,NA
"188",188,"PV23_D_36_O2",147.777973897582,-0.0226666429587482,35.7790357142857,"PV23_D","P. verrucosa","23",9,"D2",36,2021-03-21 08:28:00,2021-03-21 08:50:00,"dark","control",116.12,0.61,6,-0.0138266522048364,"0",-0.00148824148670222,-0.0123384107181342,0.382520483855348,NA
"189",189,"PV25_D_36_O2",150.942018954481,-0.0305794096728307,36.0983392857143,"PV25_D","P. verrucosa","25",1,"D2",36,2021-03-21 08:28:00,2021-03-21 08:50:00,"dark","control",64.52,0.61,7,-0.0186534399004267,"0",-0.00148824148670222,-0.0171651984137245,0.957760605849477,NA
"190",190,"PV7_D_36_O2",156.887027237903,-0.015816754032258,35.9140892857143,"PV7_D","P. verrucosa","7",5,"D2",36,2021-03-21 08:28:00,2021-03-21 08:50:00,"dark","enriched",40.74,0.625,2,-0.00988547127016125,"0",-0.00148824148670222,-0.00839722978345903,0.742023250379296,NA
"193",193,"PV1_D_37_O2",148.706672464607,-0.0179527734877734,36.9317959183673,"PV1_D","P. verrucosa","1",8,"D2",37,2021-03-21 09:06:00,2021-03-21 09:26:00,"dark","enriched",72.49,0.59,1,-0.0105921363577863,"0",-0.00150148010176844,-0.00909065625601786,0.451460374143528,NA
"194",194,"PV13_D_37_O2",146.167351470985,-0.0183614574898786,36.9512040816327,"PV13_D","P. verrucosa","13",2,"D2",37,2021-03-21 09:06:00,2021-03-21 09:26:00,"dark","enriched",53.73,0.6,4,-0.0110168744939272,"0",-0.00150148010176844,-0.00951539439215872,0.637547362958708,NA
"195",195,"PV17_D_37_O2",114.377226794355,-0.023491310483871,36.9182857142857,"PV17_D","P. verrucosa","17",6,"D2",37,2021-03-21 09:06:00,2021-03-21 09:26:00,"dark","control",93.9,0.61,5,-0.0143296993951613,"0",-0.00150148010176844,-0.0128282192933929,0.491816714123688,NA
"196",196,"PV19_D_37_O2",124.078356721195,-0.0152514580369843,37.0829387755102,"PV19_D","P. verrucosa","19",3,"D2",37,2021-03-21 09:06:00,2021-03-21 09:26:00,"dark","control",93.04,0.61,5,-0.00930338940256042,"0",-0.00150148010176844,-0.00780190930079198,0.301879551621358,NA
"197",197,"PV2_D_37_O2",130.797382275132,-0.0296626984126984,36.8912653061224,"PV2_D","P. verrucosa","2",4,"D2",37,2021-03-21 09:06:00,2021-03-21 09:26:00,"dark","enriched",89.68,0.56,1,-0.0166111111111111,"0",-0.00150148010176844,-0.0151096310093427,0.606541833559697,NA
"198",198,"PV23_D_37_O2",138.025572031887,-0.0187105561735261,36.7914897959184,"PV23_D","P. verrucosa","23",9,"D2",37,2021-03-21 09:06:00,2021-03-21 09:26:00,"dark","control",116.12,0.61,6,-0.0114134392658509,"0",-0.00150148010176844,-0.00991195916408248,0.307294634780373,NA
"199",199,"PV25_D_37_O2",139.021491699507,-0.0287168226600985,37.1061428571429,"PV25_D","P. verrucosa","25",1,"D2",37,2021-03-21 09:06:00,2021-03-21 09:26:00,"dark","control",64.52,0.61,7,-0.0175172618226601,"0",-0.00150148010176844,-0.0160157817208916,0.893627002405609,NA
"200",200,"PV7_D_37_O2",146.101254609297,-0.0126927963698241,36.8345714285714,"PV7_D","P. verrucosa","7",5,"D2",37,2021-03-21 09:06:00,2021-03-21 09:26:00,"dark","enriched",40.74,0.625,2,-0.00793299773114006,"0",-0.00150148010176844,-0.00643151762937162,0.568322618206623,NA
"203",203,"PV1_D_38_O2",145.699457183499,-0.017814224751067,38.2048367346939,"PV1_D","P. verrucosa","1",8,"D2",38,2021-03-21 09:44:00,2021-03-21 10:04:00,"dark","enriched",72.49,0.59,1,-0.0105103926031295,"0",-0.00178515328924344,-0.00872523931388609,0.433313029797074,NA
"204",204,"PV13_D_38_O2",139.828086650618,-0.0180769121348069,38.093306122449,"PV13_D","P. verrucosa","13",2,"D2",38,2021-03-21 09:44:00,2021-03-21 10:04:00,"dark","enriched",53.73,0.6,4,-0.0108461472808841,"0",-0.00178515328924344,-0.0090609939916407,0.607101774984301,NA
"205",205,"PV17_D_38_O2",113.146150220935,-0.0199552831402831,38.1811428571429,"PV17_D","P. verrucosa","17",6,"D2",38,2021-03-21 09:44:00,2021-03-21 10:04:00,"dark","control",93.9,0.61,5,-0.0121727227155727,"0",-0.00178515328924344,-0.0103875694263292,0.398245473213901,NA
"206",206,"PV19_D_38_O2",118.292398084677,-0.0162690524193548,38.1546530612245,"PV19_D","P. verrucosa","19",3,"D2",38,2021-03-21 09:44:00,2021-03-21 10:04:00,"dark","control",93.04,0.61,5,-0.00992412197580643,"0",-0.00178515328924344,-0.00813896868656299,0.31492140231757,NA
"207",207,"PV2_D_38_O2",131.398000050134,-0.0259519217914439,38.1833265306122,"PV2_D","P. verrucosa","2",4,"D2",38,2021-03-21 09:44:00,2021-03-21 10:04:00,"dark","enriched",89.68,0.56,1,-0.0145330762032086,"0",-0.00178515328924344,-0.0127479229139651,0.511736423843382,NA
"208",208,"PV23_D_38_O2",138.153480687165,-0.0181643505854032,37.993693877551,"PV23_D","P. verrucosa","23",9,"D2",38,2021-03-21 09:44:00,2021-03-21 10:04:00,"dark","control",116.12,0.61,6,-0.011080253857096,"0",-0.00178515328924344,-0.00929510056785251,0.28817053086694,NA
"209",209,"PV25_D_38_O2",137.181279467119,-0.0263267370609476,38.2779183673469,"PV25_D","P. verrucosa","25",1,"D2",38,2021-03-21 09:44:00,2021-03-21 10:04:00,"dark","control",64.52,0.61,7,-0.016059309607178,"0",-0.00178515328924344,-0.0142741563179346,0.796450135532618,NA
"210",210,"PV7_D_38_O2",143.604882277992,-0.0121888416988417,38.0258775510204,"PV7_D","P. verrucosa","7",5,"D2",38,2021-03-21 09:44:00,2021-03-21 10:04:00,"dark","enriched",40.74,0.625,2,-0.00761802606177606,"0",-0.00178515328924344,-0.00583287277253262,0.5154232199587,NA
"213",213,"PV1_D_39_O2",136.973571572581,-0.0170827529325513,38.9900612244898,"PV1_D","P. verrucosa","1",8,"D2",39,2021-03-21 10:23:00,2021-03-21 10:43:00,"dark","enriched",72.49,0.59,1,-0.0100788242302053,"0",-0.00188759182401491,-0.00819123240619036,0.406793166813151,NA
"214",214,"PV13_D_39_O2",131.257821965291,-0.0171709333958724,38.9277142857143,"PV13_D","P. verrucosa","13",2,"D2",39,2021-03-21 10:23:00,2021-03-21 10:43:00,"dark","enriched",53.73,0.6,4,-0.0103025600375234,"0",-0.00188759182401491,-0.00841496821350853,0.563816965729215,NA
"215",215,"PV17_D_39_O2",103.741365172414,-0.0193549388209121,38.9223469387755,"PV17_D","P. verrucosa","17",6,"D2",39,2021-03-21 10:23:00,2021-03-21 10:43:00,"dark","control",93.9,0.61,5,-0.0118065126807564,"0",-0.00188759182401491,-0.00991892085674147,0.380278115913411,NA
"216",216,"PV19_D_39_O2",110.745501726509,-0.0163445072574484,39.0398979591837,"PV19_D","P. verrucosa","19",3,"D2",39,2021-03-21 10:23:00,2021-03-21 10:43:00,"dark","control",93.04,0.61,5,-0.00997014942704352,"0",-0.00188759182401491,-0.00808255760302862,0.312738686273678,NA
"217",217,"PV2_D_39_O2",125.942146260504,-0.0241499019607843,39.0409795918367,"PV2_D","P. verrucosa","2",4,"D2",39,2021-03-21 10:23:00,2021-03-21 10:43:00,"dark","enriched",89.68,0.56,1,-0.0135239450980392,"0",-0.00188759182401491,-0.0116363532740243,0.467114984238264,NA
"218",218,"PV23_D_39_O2",131.073904069767,-0.0155668604651163,38.9093469387755,"PV23_D","P. verrucosa","23",9,"D2",39,2021-03-21 10:23:00,2021-03-21 10:43:00,"dark","control",116.12,0.61,6,-0.00949578488372094,"0",-0.00188759182401491,-0.00760819305970603,0.235872330476591,NA
"219",219,"PV25_D_39_O2",130.286776526611,-0.0236656022408964,39.1402653061225,"PV25_D","P. verrucosa","25",1,"D2",39,2021-03-21 10:23:00,2021-03-21 10:43:00,"dark","control",64.52,0.61,7,-0.0144360173669468,"0",-0.00188759182401491,-0.0125484255429319,0.700160135687458,NA
"220",220,"PV7_D_39_O2",134.49774666975,-0.0120655103299414,38.8788571428571,"PV7_D","P. verrucosa","7",5,"D2",39,2021-03-21 10:23:00,2021-03-21 10:43:00,"dark","enriched",40.74,0.625,2,-0.00754094395621338,"0",-0.00188759182401491,-0.00565335213219847,0.499559834951264,NA
"223",223,"PV10_D_20_O2",200.902522190612,-0.0114069701280228,20.1951020408163,"PV10_D","P. verrucosa","10",7,"D3",20,2021-03-21 04:06:00,2021-03-21 04:26:00,"dark","enriched",86.17,0.615,3,-0.00701528662873402,"0",-0.000109881346371702,-0.00690540528236232,0.288493199680914,NA
"224",224,"PV18_D_20_O2",216.050790459662,-0.0157872701688556,19.9238775510204,"PV18_D","P. verrucosa","18",9,"D3",20,2021-03-21 04:06:00,2021-03-21 04:26:00,"dark","control",102.05,0.625,5,-0.00986704385553475,"0",-0.000109881346371702,-0.00975716250916305,0.344201715168907,NA
"225",225,"PV20_D_20_O2",221.029798235294,-0.0119763865546219,19.980612244898,"PV20_D","P. verrucosa","20",2,"D3",20,2021-03-21 04:06:00,2021-03-21 04:26:00,"dark","control",69.73,0.61,5,-0.00730559579831936,"0",-0.000109881346371702,-0.00719571445194766,0.371498236440722,NA
